Date,Seasonal Factors,Weather,Public Holidays,Doctors,Nurses,Patients,Emergency Cases,ICU Admissions,Discharge Count,Available Beds
2/10/2000,Winter,Fog,Yes,72,227,336,67,22,268,432
2/11/2000,Winter,Cold,Yes,79,214,370,43,19,266,396
2/12/2000,Winter,Fog,No,75,189,338,46,26,288,450
2/13/2000,Winter,Sunny,No,82,212,334,53,22,255,421
2/14/2000,Winter,Fog,No,83,195,320,43,22,228,408
2/15/2000,Winter,Cloudy,No,74,218,295,43,23,217,422
2/16/2000,Winter,Fog,No,76,192,344,67,27,286,442
2/17/2000,Winter,Cold,Yes,83,184,369,55,29,316,447
2/18/2000,Winter,Cold,No,75,188,315,60,23,236,421
2/19/2000,Winter,Fog,No,74,188,326,34,24,265,439
2/20/2000,Winter,Sunny,No,74,187,378,42,34,264,386
2/21/2000,Winter,Cloudy,No,81,191,368,71,27,278,410
2/22/2000,Winter,Sunny,No,81,212,302,34,23,222,420
2/23/2000,Winter,Sunny,No,76,226,337,58,33,241,404
2/24/2000,Winter,Cold,No,80,180,376,54,22,299,423
2/25/2000,Winter,Sunny,Yes,87,218,354,49,30,292,438
2/26/2000,Winter,Fog,No,75,192,333,55,24,236,403
2/27/2000,Winter,Fog,No,70,205,367,63,33,267,400
2/28/2000,Winter,Fog,No,82,175,364,70,25,322,458
2/29/2000,Winter,Fog,Yes,79,207,383,48,24,285,402
3/1/2000,Summer,Sunny,No,76,169,293,49,17,249,456
3/2/2000,Summer,Sunny,No,83,204,316,42,29,268,452
3/3/2000,Summer,Heatwave,No,84,203,337,57,28,257,420
3/4/2000,Summer,Sunny,Yes,68,202,318,36,17,235,417
3/5/2000,Summer,Sunny,No,76,188,289,42,24,216,427
3/6/2000,Summer,Sunny,No,91,208,330,39,17,268,438
3/7/2000,Summer,Sunny,No,82,205,351,46,20,272,421
3/8/2000,Summer,Heatwave,No,83,196,352,60,28,281,429
3/9/2000,Summer,Sunny,No,85,210,290,35,21,250,460
3/10/2000,Summer,Cloudy,No,80,198,293,49,26,234,441
3/11/2000,Summer,Heatwave,No,83,207,274,40,22,246,472
3/12/2000,Summer,Sunny,No,83,198,302,32,29,251,449
3/13/2000,Summer,Sunny,No,82,203,273,37,25,202,429
3/14/2000,Summer,Heatwave,Yes,78,208,306,57,20,244,438
3/15/2000,Summer,Heatwave,No,80,194,317,63,29,273,456
3/16/2000,Summer,Heatwave,No,77,181,309,42,28,229,420
3/17/2000,Summer,Heatwave,No,80,204,254,26,25,214,460
3/18/2000,Summer,Sunny,No,74,217,339,38,17,239,400
3/19/2000,Summer,Sunny,No,76,204,272,48,25,241,469
3/20/2000,Summer,Sunny,No,78,204,275,45,14,228,453
3/21/2000,Summer,Cloudy,Yes,75,199,289,37,22,211,422
3/22/2000,Summer,Heatwave,No,77,211,283,39,20,247,464
3/23/2000,Summer,Sunny,Yes,79,197,297,53,28,212,415
3/24/2000,Summer,Sunny,No,82,193,278,39,19,217,439
3/25/2000,Summer,Sunny,No,84,216,238,41,18,201,463
3/26/2000,Summer,Sunny,No,77,192,303,39,25,268,465
3/27/2000,Summer,Heatwave,No,86,213,305,52,15,234,429
3/28/2000,Summer,Heatwave,No,84,216,356,52,28,308,452
3/29/2000,Summer,Cloudy,Yes,82,208,332,51,25,245,413
3/30/2000,Summer,Sunny,No,80,181,287,45,22,202,415
3/31/2000,Summer,Sunny,No,81,200,269,39,14,189,420
4/1/2000,Summer,Heatwave,No,85,196,297,43,15,246,449
4/2/2000,Summer,Heatwave,No,86,192,311,39,18,227,416
4/3/2000,Summer,Sunny,No,86,202,287,56,26,203,416
4/4/2000,Summer,Heatwave,No,80,211,301,57,20,269,468
4/5/2000,Summer,Sunny,No,82,193,347,53,24,259,412
4/6/2000,Summer,Sunny,No,86,197,290,30,20,229,439
4/7/2000,Summer,Sunny,No,76,196,252,29,21,207,455
4/8/2000,Summer,Sunny,No,78,217,321,59,20,233,412
4/9/2000,Summer,Sunny,No,80,196,307,59,16,236,429
4/10/2000,Summer,Sunny,No,84,181,257,29,17,213,456
4/11/2000,Summer,Heatwave,No,84,176,310,53,26,256,446
4/12/2000,Summer,Sunny,No,78,205,275,44,26,238,463
4/13/2000,Summer,Sunny,No,72,188,311,40,16,244,433
4/14/2000,Summer,Cloudy,Yes,81,210,367,52,33,322,455
4/15/2000,Summer,Sunny,No,75,180,295,49,15,246,451
4/16/2000,Summer,Sunny,No,72,191,327,36,21,265,438
4/17/2000,Summer,Heatwave,No,73,180,269,31,13,194,425
4/18/2000,Summer,Sunny,No,81,206,262,27,25,213,451
4/19/2000,Summer,Sunny,No,86,209,350,66,29,286,436
4/20/2000,Summer,Sunny,No,80,205,307,48,21,261,454
4/21/2000,Summer,Sunny,No,81,183,315,47,21,265,450
4/22/2000,Summer,Cloudy,No,85,188,328,55,26,264,436
4/23/2000,Summer,Heatwave,No,72,203,286,56,15,234,448
4/24/2000,Summer,Heatwave,No,82,174,320,37,18,273,453
4/25/2000,Summer,Cloudy,No,79,196,316,35,29,243,427
4/26/2000,Summer,Heatwave,No,82,222,267,34,16,194,427
4/27/2000,Summer,Sunny,No,77,197,337,64,29,294,457
4/28/2000,Summer,Cloudy,Yes,75,177,352,49,21,314,462
4/29/2000,Summer,Sunny,No,80,190,267,47,14,209,442
4/30/2000,Summer,Heatwave,No,88,190,305,36,28,273,468
5/1/2000,Summer,Cloudy,No,84,232,294,43,27,224,430
5/2/2000,Summer,Sunny,No,77,224,335,37,26,238,403
5/3/2000,Summer,Sunny,No,73,210,264,37,19,215,451
5/4/2000,Summer,Sunny,No,71,194,390,49,30,340,450
5/5/2000,Summer,Sunny,No,86,218,295,45,20,242,447
5/6/2000,Summer,Heatwave,No,75,182,318,56,27,223,405
5/7/2000,Summer,Cloudy,No,78,216,334,64,29,234,400
5/8/2000,Summer,Sunny,No,86,213,295,37,26,249,454
5/9/2000,Summer,Sunny,No,71,197,297,51,22,258,461
5/10/2000,Summer,Sunny,No,87,217,287,54,25,215,428
5/11/2000,Summer,Sunny,No,78,193,277,31,16,219,442
5/12/2000,Summer,Sunny,No,74,181,306,48,15,273,467
5/13/2000,Summer,Sunny,Yes,78,214,316,50,26,250,434
5/14/2000,Summer,Cloudy,No,76,198,287,36,15,208,421
5/15/2000,Summer,Sunny,No,82,209,288,29,22,254,466
5/16/2000,Summer,Sunny,No,76,227,314,39,27,250,436
5/17/2000,Summer,Heatwave,No,70,189,280,44,19,215,435
5/18/2000,Summer,Sunny,No,78,197,293,35,15,210,417
5/19/2000,Summer,Cloudy,No,73,223,322,41,30,254,432
5/20/2000,Summer,Cloudy,No,81,210,306,52,15,261,455
5/21/2000,Summer,Sunny,No,74,189,273,38,25,230,457
5/22/2000,Summer,Sunny,No,77,185,299,31,15,238,439
5/23/2000,Summer,Sunny,No,80,192,310,43,26,261,451
5/24/2000,Summer,Sunny,No,78,188,324,64,31,249,425
5/25/2000,Summer,Sunny,No,81,203,281,35,26,238,457
5/26/2000,Summer,Heatwave,Yes,83,201,306,38,28,219,413
5/27/2000,Summer,Sunny,Yes,74,204,302,35,28,223,421
5/28/2000,Summer,Sunny,No,79,187,283,35,21,247,464
5/29/2000,Summer,Sunny,No,63,198,310,48,24,235,425
5/30/2000,Summer,Cloudy,No,81,169,314,61,25,232,418
5/31/2000,Summer,Sunny,Yes,78,202,346,55,32,248,402
6/1/2000,Monsoon,Rainy,No,75,217,357,50,32,277,420
6/2/2000,Monsoon,Rainy,No,81,178,324,45,28,231,407
6/3/2000,Monsoon,Cloudy,No,85,207,376,38,31,300,424
6/4/2000,Monsoon,Rainy,No,77,190,363,36,29,320,457
6/5/2000,Monsoon,Storm,No,75,212,361,64,34,309,448
6/6/2000,Monsoon,Cloudy,No,80,202,327,48,19,231,404
6/7/2000,Monsoon,Rainy,No,73,206,355,36,21,269,414
6/8/2000,Monsoon,Storm,No,76,200,330,42,32,243,413
6/9/2000,Monsoon,Rainy,No,86,219,372,50,28,265,393
6/10/2000,Monsoon,Storm,No,80,205,349,62,25,251,402
6/11/2000,Monsoon,Storm,No,70,189,347,49,32,305,458
6/12/2000,Monsoon,Rainy,No,71,201,321,57,29,244,423
6/13/2000,Monsoon,Rainy,No,80,194,385,62,22,299,414
6/14/2000,Monsoon,Cloudy,No,84,202,353,36,20,281,428
6/15/2000,Monsoon,Rainy,No,71,193,362,71,32,307,445
6/16/2000,Monsoon,Rainy,Yes,82,189,361,42,32,310,449
6/17/2000,Monsoon,Rainy,No,86,202,318,40,19,283,465
6/18/2000,Monsoon,Rainy,No,89,200,346,62,31,256,410
6/19/2000,Monsoon,Storm,No,81,215,350,41,25,266,416
6/20/2000,Monsoon,Rainy,No,82,193,367,51,26,279,412
6/21/2000,Monsoon,Rainy,No,69,170,351,65,34,276,425
6/22/2000,Monsoon,Rainy,No,90,194,342,55,25,294,452
6/23/2000,Monsoon,Storm,No,77,175,322,41,18,240,418
6/24/2000,Monsoon,Rainy,No,75,206,361,59,23,309,448
6/25/2000,Monsoon,Storm,No,78,174,340,61,22,251,411
6/26/2000,Monsoon,Rainy,No,87,185,393,55,38,330,437
6/27/2000,Monsoon,Cloudy,No,91,194,363,57,22,312,449
6/28/2000,Monsoon,Rainy,No,80,223,374,74,26,325,451
6/29/2000,Monsoon,Rainy,No,84,183,353,69,30,283,430
6/30/2000,Monsoon,Rainy,No,80,200,365,55,23,279,414
7/1/2000,Monsoon,Cloudy,No,74,208,337,36,28,287,450
7/2/2000,Monsoon,Cloudy,Yes,87,222,350,59,21,267,417
7/3/2000,Monsoon,Rainy,No,76,211,360,45,22,262,402
7/4/2000,Monsoon,Storm,No,87,216,374,62,37,324,450
7/5/2000,Monsoon,Cloudy,No,86,212,311,42,21,243,432
7/6/2000,Monsoon,Rainy,No,83,181,347,59,30,282,435
7/7/2000,Monsoon,Rainy,No,89,205,406,55,37,358,452
7/8/2000,Monsoon,Rainy,No,91,212,371,72,24,269,398
7/9/2000,Monsoon,Rainy,No,79,185,398,45,27,322,424
7/10/2000,Monsoon,Cloudy,No,75,191,344,36,30,279,435
7/11/2000,Monsoon,Cloudy,No,70,187,348,61,27,303,455
7/12/2000,Monsoon,Storm,No,91,211,384,53,26,295,411
7/13/2000,Monsoon,Rainy,No,77,198,375,54,32,292,417
7/14/2000,Monsoon,Rainy,No,85,195,357,69,33,286,429
7/15/2000,Monsoon,Storm,No,76,180,328,52,20,240,412
7/16/2000,Monsoon,Cloudy,No,87,198,388,64,19,308,420
7/17/2000,Monsoon,Cloudy,No,76,191,422,43,26,332,410
7/18/2000,Monsoon,Cloudy,No,74,203,320,53,26,236,416
7/19/2000,Monsoon,Storm,No,78,182,395,54,37,342,447
7/20/2000,Monsoon,Rainy,No,77,202,348,50,32,273,425
7/21/2000,Monsoon,Rainy,No,82,193,351,63,21,267,416
7/22/2000,Monsoon,Cloudy,No,79,181,366,55,34,265,399
7/23/2000,Monsoon,Storm,No,83,180,329,65,29,236,407
7/24/2000,Monsoon,Rainy,No,78,182,359,64,31,320,461
7/25/2000,Monsoon,Rainy,No,76,196,319,55,26,286,467
7/26/2000,Monsoon,Storm,No,77,201,371,58,33,326,455
7/27/2000,Monsoon,Rainy,No,90,204,415,58,38,328,413
7/28/2000,Monsoon,Rainy,No,81,204,344,36,31,296,452
7/29/2000,Monsoon,Rainy,No,70,188,355,36,19,307,452
7/30/2000,Monsoon,Storm,No,77,215,357,37,30,271,414
7/31/2000,Monsoon,Storm,Yes,80,193,404,79,37,330,426
8/1/2000,Monsoon,Rainy,No,89,206,370,48,21,329,459
8/2/2000,Monsoon,Storm,No,85,197,383,65,23,289,406
8/3/2000,Monsoon,Rainy,No,75,205,347,55,30,288,441
8/4/2000,Monsoon,Rainy,No,92,196,370,58,24,308,438
8/5/2000,Monsoon,Storm,No,79,205,275,43,19,217,442
8/6/2000,Monsoon,Storm,No,86,199,376,48,25,300,424
8/7/2000,Monsoon,Cloudy,No,74,212,329,62,19,260,431
8/8/2000,Monsoon,Storm,No,68,187,351,67,34,282,431
8/9/2000,Monsoon,Rainy,No,72,173,378,62,34,275,397
8/10/2000,Monsoon,Rainy,Yes,63,185,341,63,21,292,451
8/11/2000,Monsoon,Rainy,No,90,216,387,41,21,322,435
8/12/2000,Monsoon,Rainy,No,81,197,356,39,24,318,462
8/13/2000,Monsoon,Rainy,No,75,201,396,61,28,296,400
8/14/2000,Monsoon,Cloudy,No,82,184,337,62,16,245,408
8/15/2000,Monsoon,Rainy,No,80,200,314,41,29,241,427
8/16/2000,Monsoon,Cloudy,No,83,184,359,55,33,287,428
8/17/2000,Monsoon,Storm,No,86,186,374,37,34,277,403
8/18/2000,Monsoon,Cloudy,No,78,193,376,74,33,297,421
8/19/2000,Monsoon,Rainy,No,75,206,331,58,28,274,443
8/20/2000,Monsoon,Rainy,No,84,208,319,43,26,226,407
8/21/2000,Monsoon,Rainy,No,84,208,352,69,34,299,447
8/22/2000,Monsoon,Rainy,No,80,176,372,40,31,330,458
8/23/2000,Monsoon,Storm,No,90,199,371,54,30,279,408
8/24/2000,Monsoon,Rainy,No,77,197,399,42,35,341,442
8/25/2000,Monsoon,Rainy,No,75,177,350,46,21,274,424
8/26/2000,Monsoon,Storm,No,82,200,313,38,30,260,447
8/27/2000,Monsoon,Rainy,No,76,196,389,51,19,330,441
8/28/2000,Monsoon,Cloudy,Yes,82,207,384,74,31,291,407
8/29/2000,Monsoon,Cloudy,No,75,201,367,52,19,314,447
8/30/2000,Monsoon,Cloudy,Yes,77,191,399,52,36,287,388
8/31/2000,Monsoon,Rainy,No,89,213,391,64,38,350,459
9/1/2000,Post Monsoon,Cloudy,No,77,166,319,53,22,244,425
9/2/2000,Post Monsoon,Humid,No,76,199,349,69,32,259,410
9/3/2000,Post Monsoon,Sunny,No,85,173,333,51,22,242,409
9/4/2000,Post Monsoon,Humid,No,74,186,303,53,17,261,458
9/5/2000,Post Monsoon,Humid,Yes,76,207,334,46,21,272,438
9/6/2000,Post Monsoon,Humid,No,82,180,335,39,21,298,463
9/7/2000,Post Monsoon,Cloudy,No,84,178,302,43,24,250,448
9/8/2000,Post Monsoon,Cloudy,No,86,235,342,48,30,262,420
9/9/2000,Post Monsoon,Humid,No,76,179,323,45,19,280,457
9/10/2000,Post Monsoon,Cloudy,No,82,224,329,55,17,248,419
9/11/2000,Post Monsoon,Cloudy,No,77,197,356,50,21,269,413
9/12/2000,Post Monsoon,Sunny,No,76,192,328,64,21,231,403
9/13/2000,Post Monsoon,Humid,No,86,208,321,63,20,240,419
9/14/2000,Post Monsoon,Sunny,No,77,220,317,48,19,238,421
9/15/2000,Post Monsoon,Sunny,No,81,182,316,49,23,240,424
9/16/2000,Post Monsoon,Cloudy,No,80,192,327,46,30,253,426
9/17/2000,Post Monsoon,Sunny,No,74,212,354,47,19,288,434
9/18/2000,Post Monsoon,Humid,No,84,204,304,60,28,225,421
9/19/2000,Post Monsoon,Cloudy,No,82,216,302,31,22,249,447
9/20/2000,Post Monsoon,Sunny,Yes,70,207,372,52,30,270,398
9/21/2000,Post Monsoon,Humid,Yes,81,227,325,37,29,288,463
9/22/2000,Post Monsoon,Sunny,No,76,202,325,56,21,229,404
9/23/2000,Post Monsoon,Sunny,No,85,203,305,36,29,268,463
9/24/2000,Post Monsoon,Sunny,Yes,72,204,298,56,16,241,443
9/25/2000,Post Monsoon,Cloudy,No,78,197,324,44,24,272,448
9/26/2000,Post Monsoon,Cloudy,No,81,212,347,66,21,263,416
9/27/2000,Post Monsoon,Humid,No,80,203,318,63,22,233,415
9/28/2000,Post Monsoon,Humid,No,83,211,282,49,20,250,468
9/29/2000,Post Monsoon,Humid,No,72,214,322,52,30,253,431
9/30/2000,Post Monsoon,Humid,No,88,206,301,34,21,239,438
10/1/2000,Post Monsoon,Sunny,No,82,207,254,49,21,227,473
10/2/2000,Post Monsoon,Sunny,No,86,184,317,56,30,243,426
10/3/2000,Post Monsoon,Sunny,No,84,191,332,42,24,239,407
10/4/2000,Post Monsoon,Sunny,No,79,212,349,51,24,285,436
10/5/2000,Post Monsoon,Sunny,No,73,221,363,38,35,294,431
10/6/2000,Post Monsoon,Sunny,No,77,170,336,55,30,287,451
10/7/2000,Post Monsoon,Humid,No,87,191,343,38,33,305,462
10/8/2000,Post Monsoon,Cloudy,No,86,200,287,47,20,218,431
10/9/2000,Post Monsoon,Cloudy,No,76,186,360,60,30,303,443
10/10/2000,Post Monsoon,Cloudy,Yes,65,187,371,49,23,291,420
10/11/2000,Post Monsoon,Sunny,No,78,207,310,60,28,265,455
10/12/2000,Post Monsoon,Cloudy,No,78,223,337,59,32,246,409
10/13/2000,Post Monsoon,Sunny,No,78,169,334,49,21,267,433
10/14/2000,Post Monsoon,Sunny,No,82,197,356,68,19,254,398
10/15/2000,Post Monsoon,Cloudy,No,84,206,316,58,18,256,440
10/16/2000,Post Monsoon,Sunny,No,84,211,301,50,24,220,419
10/17/2000,Post Monsoon,Cloudy,No,82,204,307,35,19,273,466
10/18/2000,Post Monsoon,Cloudy,No,70,226,342,51,28,277,435
10/19/2000,Post Monsoon,Humid,No,78,200,272,50,18,219,447
10/20/2000,Post Monsoon,Cloudy,No,91,219,245,39,23,219,474
10/21/2000,Post Monsoon,Cloudy,No,81,190,342,52,24,273,431
10/22/2000,Post Monsoon,Sunny,No,81,200,326,63,24,272,446
10/23/2000,Post Monsoon,Sunny,No,81,181,320,32,21,226,406
10/24/2000,Post Monsoon,Cloudy,No,82,213,287,29,15,241,454
10/25/2000,Post Monsoon,Sunny,No,68,198,277,52,20,199,422
10/26/2000,Post Monsoon,Cloudy,No,78,205,304,31,26,260,456
10/27/2000,Post Monsoon,Cloudy,No,79,195,329,43,32,287,458
10/28/2000,Post Monsoon,Sunny,No,86,208,305,58,16,232,427
10/29/2000,Post Monsoon,Sunny,No,80,205,342,57,30,299,457
10/30/2000,Post Monsoon,Sunny,No,71,185,296,48,18,235,439
10/31/2000,Post Monsoon,Sunny,No,82,185,307,50,27,249,442
11/1/2000,Post Monsoon,Humid,No,75,199,337,44,22,263,426
11/2/2000,Post Monsoon,Sunny,Yes,73,209,330,50,18,262,432
11/3/2000,Post Monsoon,Cloudy,No,75,227,311,50,25,274,463
11/4/2000,Post Monsoon,Sunny,No,82,204,303,39,28,269,466
11/5/2000,Post Monsoon,Cloudy,No,86,215,299,53,17,235,436
11/6/2000,Post Monsoon,Sunny,No,82,175,328,43,16,263,435
11/7/2000,Post Monsoon,Cloudy,No,83,230,332,35,31,240,408
11/8/2000,Post Monsoon,Cloudy,No,82,209,325,39,27,248,423
11/9/2000,Post Monsoon,Humid,Yes,80,199,324,45,29,260,436
11/10/2000,Post Monsoon,Humid,No,83,197,314,59,16,232,418
11/11/2000,Post Monsoon,Sunny,No,67,183,359,50,33,292,433
11/12/2000,Post Monsoon,Sunny,No,80,187,284,30,20,237,453
11/13/2000,Post Monsoon,Cloudy,No,74,228,367,43,34,304,437
11/14/2000,Post Monsoon,Cloudy,No,85,185,322,49,17,253,431
11/15/2000,Post Monsoon,Cloudy,No,79,184,315,37,29,268,453
11/16/2000,Post Monsoon,Sunny,No,80,189,343,36,28,262,419
11/17/2000,Post Monsoon,Sunny,No,72,182,268,45,20,212,444
11/18/2000,Post Monsoon,Sunny,No,85,200,354,63,18,266,412
11/19/2000,Post Monsoon,Cloudy,No,83,216,366,67,30,300,434
11/20/2000,Post Monsoon,Humid,No,82,190,347,63,27,273,426
11/21/2000,Post Monsoon,Sunny,No,75,179,267,36,23,198,431
11/22/2000,Post Monsoon,Sunny,No,76,204,339,58,29,258,419
11/23/2000,Post Monsoon,Sunny,No,81,199,361,57,26,272,411
11/24/2000,Post Monsoon,Sunny,No,76,215,358,36,21,315,457
11/25/2000,Post Monsoon,Cloudy,Yes,82,193,304,42,29,244,440
11/26/2000,Post Monsoon,Cloudy,No,69,196,345,36,33,286,441
11/27/2000,Post Monsoon,Sunny,No,77,197,364,39,22,322,458
11/28/2000,Post Monsoon,Cloudy,No,88,201,320,33,26,235,415
11/29/2000,Post Monsoon,Cloudy,No,82,194,283,55,17,251,468
11/30/2000,Post Monsoon,Cloudy,No,80,191,340,62,31,274,434
12/1/2000,Winter,Fog,No,89,172,366,52,20,318,452
12/2/2000,Winter,Sunny,No,68,191,336,41,33,246,410
12/3/2000,Winter,Cloudy,No,75,210,310,33,24,233,423
12/4/2000,Winter,Cold,No,77,212,364,52,18,268,404
12/5/2000,Winter,Fog,No,84,192,320,51,30,265,445
12/6/2000,Winter,Cold,No,84,219,349,62,29,254,405
12/7/2000,Winter,Cold,No,75,199,378,39,32,324,446
12/8/2000,Winter,Fog,No,84,179,298,42,18,223,425
12/9/2000,Winter,Cold,No,77,175,362,71,24,271,409
12/10/2000,Winter,Cold,No,86,218,334,37,31,252,418
12/11/2000,Winter,Cloudy,No,74,194,335,46,27,284,449
12/12/2000,Winter,Cloudy,No,79,181,352,44,17,311,459
12/13/2000,Winter,Fog,No,77,166,320,36,21,282,462
12/14/2000,Winter,Cold,No,85,194,310,57,24,223,413
12/15/2000,Winter,Cloudy,No,77,206,295,50,16,221,426
12/16/2000,Winter,Cold,No,79,189,370,52,20,308,438
12/17/2000,Winter,Sunny,No,82,184,330,45,17,271,441
12/18/2000,Winter,Cloudy,No,82,191,354,64,28,272,418
12/19/2000,Winter,Fog,No,84,218,327,35,21,285,458
12/20/2000,Winter,Fog,Yes,81,179,330,37,22,239,409
12/21/2000,Winter,Cloudy,No,77,190,356,67,18,294,438
12/22/2000,Winter,Fog,Yes,78,218,368,66,31,277,409
12/23/2000,Winter,Cold,No,80,207,334,59,29,269,435
12/24/2000,Winter,Sunny,No,81,202,347,56,31,269,422
12/25/2000,Winter,Cold,Yes,79,190,335,43,27,300,465
12/26/2000,Winter,Cold,No,80,200,366,70,32,291,425
12/27/2000,Winter,Cloudy,No,72,191,372,55,29,333,461
12/28/2000,Winter,Cold,No,83,187,358,45,26,268,410
12/29/2000,Winter,Cold,No,80,183,330,45,20,281,451
12/30/2000,Winter,Sunny,No,85,211,341,34,17,287,446
12/31/2000,Winter,Cold,No,80,199,379,47,24,329,450
1/1/2001,Winter,Sunny,No,71,204,372,44,31,312,440
1/2/2001,Winter,Sunny,No,78,202,389,44,37,325,436
1/3/2001,Winter,Fog,No,79,206,320,33,20,266,446
1/4/2001,Winter,Fog,No,83,196,318,39,26,285,467
1/5/2001,Winter,Fog,No,69,192,343,37,25,255,412
1/6/2001,Winter,Fog,No,80,187,350,36,28,247,397
1/7/2001,Winter,Fog,No,82,178,336,38,16,280,444
1/8/2001,Winter,Cloudy,No,76,183,330,39,18,242,412
1/9/2001,Winter,Fog,Yes,80,194,391,55,23,326,435
1/10/2001,Winter,Fog,No,76,175,337,53,31,257,420
1/11/2001,Winter,Sunny,No,76,179,309,40,16,218,409
1/12/2001,Winter,Fog,No,77,215,312,35,24,266,454
1/13/2001,Winter,Sunny,No,76,203,346,67,33,245,399
1/14/2001,Winter,Fog,No,83,193,415,62,34,309,394
1/15/2001,Winter,Fog,Yes,76,234,335,58,24,257,422
1/16/2001,Winter,Cloudy,No,75,175,332,56,23,241,409
1/17/2001,Winter,Cloudy,No,88,214,400,51,32,353,453
1/18/2001,Winter,Sunny,No,84,198,327,51,24,269,442
1/19/2001,Winter,Cloudy,No,70,211,351,56,29,307,456
1/20/2001,Winter,Sunny,No,76,201,386,52,31,322,436
1/21/2001,Winter,Fog,No,81,171,316,52,24,283,467
1/22/2001,Winter,Fog,No,81,201,332,59,32,267,435
1/23/2001,Winter,Cloudy,No,72,205,327,44,30,232,405
1/24/2001,Winter,Sunny,No,85,167,302,30,24,221,419
1/25/2001,Winter,Sunny,No,84,229,379,51,29,309,430
1/26/2001,Winter,Cold,No,82,204,325,36,28,250,425
1/27/2001,Winter,Cold,Yes,86,210,338,39,30,244,406
1/28/2001,Winter,Cloudy,No,82,182,328,44,21,245,417
1/29/2001,Winter,Fog,No,82,210,363,43,30,288,425
1/30/2001,Winter,Sunny,Yes,87,216,362,70,20,290,428
1/31/2001,Winter,Sunny,No,85,203,320,52,22,283,463
2/1/2001,Winter,Cold,No,75,199,350,53,33,251,401
2/2/2001,Winter,Cloudy,Yes,83,186,380,38,25,293,413
2/3/2001,Winter,Cloudy,No,76,196,339,37,19,271,432
2/4/2001,Winter,Fog,No,82,192,334,59,19,241,407
2/5/2001,Winter,Sunny,No,82,208,365,50,25,305,440
2/6/2001,Winter,Cold,No,73,187,335,35,20,269,434
2/7/2001,Winter,Sunny,No,79,208,380,69,27,300,420
2/8/2001,Winter,Fog,No,81,187,321,41,27,266,445
2/9/2001,Winter,Sunny,No,77,196,320,44,30,242,422
2/10/2001,Winter,Cold,Yes,81,209,337,66,18,258,421
2/11/2001,Winter,Fog,No,84,189,334,33,29,244,410
2/12/2001,Winter,Sunny,No,79,209,340,58,18,273,433
2/13/2001,Winter,Fog,No,81,208,306,59,21,236,430
2/14/2001,Winter,Fog,No,86,195,342,36,34,257,415
2/15/2001,Winter,Sunny,No,82,217,354,66,18,256,402
2/16/2001,Winter,Sunny,No,81,201,303,42,15,213,410
2/17/2001,Winter,Cold,No,75,216,326,61,21,240,414
